id,y
10441,47.68504333
10442,63.93449402
10443,101.5672379
10444,158.573761
10445,11.2099123
10446,59.54766083
10447,330.6652222
10448,11.2099123
10449,33.6207428
10450,15.51966476
10451,36.32240295
10452,118.274147
10453,202.7934265
10454,15.51966476
10455,87.20929718
10456,78.69901276
10457,57.94248199
10458,394.9512024
10459,41.94762421
10460,912.909729
10461,20.92585945
10462,11.2099123
10463,149.6984406
10464,655.9624023
10465,48.49192047
10466,1169.562744
10467,204.0939331
10468,65.61315918
10469,34.94812775
10470,396.7235413
10471,66.34886932
10472,64.47569275
10473,65.87155151
10474,95.90544891
10475,79.97872162
10476,66.1602478
10477,87.66142273
10478,433.5202637
10479,436.2408752
10480,86.90257263
10481,65.77176666
10482,37.44218445
10483,42.82769775
10484,284.3462219
10485,79.6439743
10486,91.4751358
10487,245.0147247
10488,59.65311432
10489,76.60329437
10490,37.84316254
10491,457.7537231
10492,84.93267822
10493,57.65926361
10494,19.15604401
10495,174.6885071
10496,282.2090149
10497,69.22696686
10498,17.52137947
10499,11.2099123
10500,86.44141388
10501,1264.054932
10502,106.3061447
10503,14.44371223
10504,11.2099123
10505,55.49079132
10506,26.28126526
10507,123.4774704
10508,35.79143524
10509,100.7182388
10510,23.79188919
10511,50.41368866
10512,223.6360474
10513,14.44371223
10514,96.72647095
10515,74.80262756
10516,96.06494904
10517,76.60855103
10518,41.00907898
10519,31.94513893
10520,111.9501343
10521,54.68772888
10522,27.18436623
10523,332.7278137
10524,20.89915085
10525,60.75699997
10526,42.70022583
10527,15.38201904
10528,47.58500671
10529,20.6600914
10530,18.93053627
10531,11.2099123
10532,344.8280945
10533,39.61360168
10534,42.81356812
10535,70.80646515
10536,26.27571297
10537,61.71038818
10538,291.314209
10539,76.71370697
10540,30.01092529
10541,51.99747467
10542,930.6381836
10543,41.98503113
10544,436.9871216
10545,17.43928909
10546,49.73535919
10547,4035.593506
10548,17.19847679
10549,19.70828056
10550,36.73070526
10551,111.1815338
10552,747.1918945
10553,21.3190155
10554,138.2311707
10555,1482.649658
10556,883.4226074
10557,59.7454071
10558,55.50553131
10559,18.94945526
10560,50.5125885
10561,67.03123474
10562,52.00027466
10563,643.2842407
10564,14.20465374
10565,13.2671833
10566,1028.090942
10567,19.09109306
10568,53.41233063
10569,399.6922913
10570,1644.632568
10571,2019.297974
10572,15.6138134
10573,257.8279114
10574,899.9334106
10575,282.7602539
10576,293.0590515
10577,89.6762619
10578,31.66273499
10579,13.60424328
10580,18.59040833
10581,57.35611725
10582,11.2099123
10583,1035.356079
10584,63.75667572
10585,318.3287659
10586,11.2099123
10587,1768.766357
10588,17.52137947
10589,51.28263092
10590,163.4226074
10591,50.93665314
10592,44.97498322
10593,21.95963478
10594,623.2095337
10595,1253.956421
10596,475.4476318
10597,296.5841064
10598,15.44446373
10599,494.4908447
10600,904.0715332
10601,23.85976601
10602,16.83352852
10603,168.4085999
10604,312.3160706
10605,700.5596313
10606,450.2685547
10607,137.4611969
10608,284.9008789
10609,187.1043396
10610,68.06415558
10611,102.799057
10612,20.51612091
10613,20.6094017
10614,18.94945526
10615,960.8838501
10616,11.2099123
10617,48.04686737
10618,75.55536652
10619,202.428421
10620,200.281189
10621,174.3810425
10622,1128.139404
10623,11.2099123
10624,28.84333992
10625,879.8494263
10626,16.46270752
10627,34.2454834
10628,547.7600708
10629,175.182785
10630,1164.798462
10631,40.33748627
10632,15.35660934
10633,17.67108345
10634,17.19847679
10635,1795.744019
10636,11.2099123
10637,34.47347641
10638,77.83573151
10639,15.6138134
10640,11.2099123
10641,92.64309692
10642,48.62918091
10643,36.60567474
10644,37.2871933
10645,55.8009491
10646,291.5384216
10647,92.15453339
10648,617.1657104
10649,153.8174133
10650,12.86171341
10651,278.5508423
10652,177.9542236
10653,111.2121201
10654,11.2099123
10655,58.48269653
10656,22.11416054
10657,96.17678833
10658,76.53012848
10659,233.2588196
10660,94.41387939
10661,96.32695007
10662,91.15735626
10663,220.1807404
10664,16.20992088
10665,17.52137947
10666,53.50733185
10667,224.1248779
10668,148.0175934
10669,52.56109619
10670,17.66534996
10671,14.20465374
10672,43.69049835
10673,630.7399902
10674,165.2537079
10675,505.971405
10676,45.17652893
10677,28.44365692
10678,67.34644318
10679,36.11193848
10680,144.8204803
10681,101.0366745
10682,125.9916153
10683,1637.873779
10684,236.8586731
10685,409.3855591
10686,428.8138428
10687,145.7747192
10688,416.672699
10689,71.89340973
10690,54.69839478
10691,801.8447266
10692,14.66105747
10693,15.44446373
10694,1283.229858
10695,173.4815369
10696,98.04468536
10697,11.2099123
10698,354.1718445
10699,33.34107971
10700,48.34148407
10701,17.52137947
10702,173.5406342
10703,27.33070374
10704,424.6435242
10705,17.00841141
10706,43.42684937
10707,241.771637
10708,17.66534996
10709,263.0351257
10710,249.9426575
10711,413.6689453
10712,11.2099123
10713,902.5255127
10714,800.3804932
10715,1063.38916
10716,118.1757355
10717,14.44371223
10718,52.56985474
10719,2194.723877
10720,133.8840332
10721,56.13370514
10722,574.4083252
10723,36.46636963
10724,195.3154602
10725,470.7921753
10726,744.3617554
10727,125.1245041
10728,447.2004395
10729,69.95272827
10730,45.57202911
10731,18.74130249
10732,366.4090271
10733,25.98415565
10734,1185.39209
10735,326.2989502
10736,19.1885128
10737,49.79347992
10738,82.66700745
10739,38.4407196
10740,273.4908142
10741,61.53092194
10742,35.54193878
10743,167.6047668
10744,304.7102661
10745,62.77702332
10746,35.63827515
10747,18.44297791
10748,166.4391785
10749,21.2304554
10750,49.23523712
10751,84.76547241
10752,603.1304321
10753,765.1069336
10754,209.7383881
10755,33.06295013
10756,53.22746277
10757,108.9968414
10758,146.6632843
10759,176.7286987
10760,33.31573486
10761,31.14667702
10762,50.23942566
10763,23.48032188
10764,118.4966507
10765,141.0602264
10766,254.1954193
10767,1643.614258
10768,12.61907291
10769,146.659317
10770,68.99902344
10771,1079.266846
10772,103.9560165
10773,49.48984528
10774,67.98970795
10775,502.384613
10776,11.2099123
10777,392.7595825
10778,87.89504242
10779,688.5483398
10780,914.9423218
10781,56.93145752
10782,23.9085865
10783,57.5322113
10784,29.68873215
10785,53.41091919
10786,15.38201904
10787,121.0363693
10788,101.6271744
10789,71.40336609
10790,11.2099123
10791,149.5827484
10792,35.88232422
10793,996.0064087
10794,71.30175781
10795,101.431221
10796,55.25495148
10797,23.67849922
10798,4458.84668
10799,887.645752
10800,109.0402603
10801,673.8843994
10802,40.64208984
10803,42.7077179
10804,465.8208618
10805,570.2345581
10806,125.1861496
10807,11.2099123
10808,117.4523468
10809,206.6815796
10810,295.6420593
10811,803.880127
10812,219.304306
10813,16.71563148
10814,19.57865143
10815,20.47385788
10816,21.20750809
10817,238.5238495
10818,36.8021698
10819,208.5705872
10820,787.1934814
10821,1281.883789
10822,63.57407379
10823,124.7773743
10824,295.2200623
10825,62.40899658
10826,543.1501465
10827,517.1488037
10828,127.9720764
10829,12.25776958
10830,1125.312988
10831,14.44371223
10832,332.4826355
10833,377.9915161
10834,23.31988144
10835,132.3890991
10836,330.2806091
10837,1250.979004
10838,13.2671833
10839,85.67208099
10840,17.52137947
10841,28.14460754
10842,23.52332115
10843,18.92960358
10844,45.98281097
10845,14.44371223
10846,11.2099123
10847,679.71698
10848,472.3893127
10849,179.5092468
10850,74.66909027
10851,59.08096313
10852,96.40131378
10853,17.27635193
10854,11.2099123
10855,349.8063965
10856,3382.141357
10857,127.2499542
10858,23.11138153
10859,36.89501953
10860,50.03977966
10861,80.26210785
10862,437.3720398
10863,1046.82666
10864,310.4539185
10865,494.8170776
10866,2082.765869
10867,1100.378296
10868,274.8031311
10869,53.50875092
10870,120.5297699
10871,3130.741943
10872,246.7793427
10873,321.791626
10874,24.92707062
10875,312.6717529
10876,122.2325974
10877,899.3500366
10878,20.86232758
10879,93.94333649
10880,18.35134888
10881,100.3754425
10882,143.2238922
10883,50.95328522
10884,11.2099123
10885,219.5263367
10886,119.3303299
10887,102.2714996
10888,253.8943176
10889,68.88001251
10890,25.85836601
10891,565.1430054
10892,49.82346344
10893,97.03990936
10894,2103.608887
10895,277.4753418
10896,26.10339165
10897,343.2853394
10898,19.61656952
10899,250.6591339
10900,11.2099123
10901,11.2099123
10902,43.68730927
10903,204.1808319
10904,82.11251068
10905,302.8605957
10906,214.9979858
10907,128.2807007
10908,91.34557343
10909,21.81204796
10910,366.5466919
10911,137.3453522
10912,43.21226501
10913,683.5078735
10914,85.43797302
10915,17.66534996
10916,16.22378922
10917,80.48851776
10918,11.2099123
10919,14.31504059
10920,199.7256165
10921,14.20465374
10922,39.83865356
10923,73.30175018
10924,22.11416054
10925,63.89365387
10926,516.6103516
10927,141.3354797
10928,743.7704468
10929,300.5623169
10930,129.6877899
10931,104.3657837
10932,49.83758545
10933,27.71516228
10934,91.32040405
10935,119.6670456
10936,38.19387054
10937,53.66692352
10938,121.8681183
10939,25.31175995
10940,85.67465973
10941,53.99967194
10942,19.601717
10943,32.58555603
10944,18.24933815
10945,63.11408997
10946,256.8596802
10947,70.21552277
10948,42.33185577
10949,1018.211304
10950,55.40174103
10951,312.289093
10952,21.83745766
10953,33.00567627
10954,59.50914001
10955,52.8139267
10956,106.0850143
10957,43.42684937
10958,310.0318604
10959,165.0411072
10960,31.96893311
10961,85.68040466
10962,1557.594482
10963,160.2145996
10964,1048.020752
10965,619.3464966
10966,1196.207153
10967,30.29837608
10968,56.01841736
10969,79.97369385
10970,48.7625351
10971,44.3867569
10972,98.41658783
10973,1454.046143
10974,70.4849472
10975,147.1985626
10976,241.6364746
10977,22.88132286
10978,145.6897583
10979,15.25604534
10980,432.6993103
10981,40.78866577
10982,12.25776958
10983,85.4916687
10984,11.2099123
10985,13.2671833
10986,14.20465374
10987,20.75518036
10988,12.86171341
10989,87.42835999
10990,82.83813477
10991,326.6463623
10992,493.5024414
